179
190
198
204
208
206
197
184
150
141
102
90
42
34
21
23
31
37
50
62
78
83
85
83
80
73
75
83
92
102
129
148
196
212
233
246
254
249
239
232
217
203
193
176
170
165
162
150
147
149
153
163
170
175
179
180
184
185
182
179
174
171
182
177
